dataset,date,latitude,longitude,deaths_min,deaths_max,children,names,description,source
dronestream,2010-10-07T00:00:00.000Z,32.9746839961,70.2632331848,4,4,0,,"4 alleged militants killed including 1 named al Qaeda operative in Khaisoori, North Waziristan.",http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/
dronestream,2010-10-08T00:00:00.000Z,32.9971464863,69.7264480591,4,6,0,,"4-6 killed in Mohammad Khel, North Waziristan.",http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/
dronestream,2010-10-08T00:00:00.000Z,33.0132698769,69.8531341553,5,8,0,,"5-8 people killed, some possibly civilians, in attack on house in Charkhel, North Waziristan.",http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/
dronestream,2010-10-10T00:00:00.000Z,32.9905235257,70.3046035767,7,9,0,,"Double strike in vicinity of refugee camp kills 7-9 people. Shiva, Mir Ali, North Waziristan.",http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/
dronestream,2010-10-13T00:00:00.000Z,33.151242,70.434707,11,14,0,,"Attack on house and car kills at least 11 including rescuers in Datta Khel, North Waziristan.",http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/
dronestream,2010-10-15T00:00:00.000Z,32.9706516621,70.2927589417,4,6,0,,"4-6 alleged militants killed in attack on house in Aziz Khel, North Waziristan.",http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/
dronestream,2010-10-15T00:00:00.000Z,32.9962826501,70.308380127,3,5,0,,"3-5 militants - all possibly civilians - killed in strike on vehicle in Machi Khel, North Waziristan.",http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/
dronestream,2010-10-18T00:00:00.000Z,33.151242,70.434707,7,7,0,,10 year old boy killed with 6 alleged militants in Danda Darpakhel.,http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/
dronestream,2010-10-27T00:00:00.000Z,32.9582654853,70.2410888672,4,5,0,,"4-5 alleged militants killed in attack on house in Spinwam, North Waziristan.",http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/
dronestream,2010-10-27T00:00:00.000Z,32.9686354261,69.7020721436,4,4,0,,"4 alleged militants including westerners killed in Degan, Datta Khel, North Waziristan.",http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/
dronestream,2010-10-28T00:00:00.000Z,32.9945549522,69.7338294983,5,8,0,,"5-8 alleged militants killed as a body from Ob151 was being moved for a funeral, Ismail Khan, North Waziristan.",http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/
dronestream,2010-11-01T00:00:00.000Z,32.9700755994,70.3107833862,6,6,0,,"6 alleged militants killed in attack on house in Haider Khel, North Waziristan.",http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/
dronestream,2010-11-03T00:00:00.000Z,32.9841880549,70.0766372681,4,5,0,,"4-5 alleged militants killed in strike on car in Qutab Khel, North Waziristan.",http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/
dronestream,2010-11-03T00:00:00.000Z,32.9620103266,70.333442688,4,5,0,,"4-5 alleged militants killed in strike on car in Khaso Khel, North Waziristan.",http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/
dronestream,2010-11-03T00:00:00.000Z,32.977564122,69.6416473389,4,5,0,,"4-5 alleged militants killed in attack on car in Datta Khel, North Waziristan.",http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/
dronestream,2010-11-07T00:00:00.000Z,33.0561552562,70.0786972046,9,9,0,,"9 alleged militants killed in strike on house and car in Ghulam Khan, North Waziristan.",http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/
dronestream,2010-11-07T00:00:00.000Z,33.151242,70.434707,4,6,0,,"4-6 people killed in strike on car in Datta Khel, North Waziristan.",http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/
dronestream,2010-11-11T00:00:00.000Z,33.0561552562,70.0786972046,5,8,0,,"5-8 alleged Taliban killed in strike on house in Ghulam Khan, North Waziristan.",http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/
dronestream,2010-11-13T00:00:00.000Z,33.0020413985,70.0608444214,4,4,0,,"4 civilians or alleged militants killed in car in Miranshah, North Waziristan.",http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/
dronestream,2010-11-16T00:00:00.000Z,33.0561552562,70.0786972046,20,20,0,,"20 reported killed, including possibly women and children, in strike in Ghulam Khan, North Waziristan.",http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/
dronestream,2010-11-19T00:00:00.000Z,32.9887957151,70.3260612488,3,4,0,,"3-4 alleged militants killed in strike on car in Naurak, North Waziristan.",http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/
dronestream,2010-11-21T00:00:00.000Z,32.9785721438,70.2865791321,6,9,0,,"6-9 killed including local named militant leader and possibly 3 civilians in Khaddi, North Waziristan.",http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/
dronestream,2010-11-22T00:00:00.000Z,33.0034810269,70.2725028992,5,6,0,,"5-6 alleged militants killed in strike on car and motorbike in Kaisore, North Waziristan.",http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/
dronestream,2010-11-26T00:00:00.000Z,32.9921073224,70.1949119568,3,4,0,,"3-4 civilians killed in strike on car in Pir Keley, North Waziristan.",http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/
dronestream,2010-11-28T00:00:00.000Z,32.9846200333,70.3761863708,0,4,0,,"0-4 alleged militants killed in successful (or failed) strike on car in Hassan Khel, North Waziristan.",http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/
dronestream,2010-12-06T00:00:00.000Z,32.9686354261,70.353012085,5,5,0,,"2 alleged militants killed as car destroyed in Khushali, North Waziristan. When survivor flees into nearby shop, drone reportedly destroys store, killing him and 2 shopkeepers.",http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/
dronestream,2010-12-06T00:00:00.000Z,32.9867798934,70.2608299255,2,2,0,,Two people killed in a previously unreported strike revealed by a US official in August 2011.,http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/
dronestream,2010-12-10T00:00:00.000Z,32.9709396921,70.400390625,4,4,0,,"Two Britons among four alleged militants killed in Khadar Khel, North Waziristan.",http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/
dronestream,2010-12-14T00:00:00.000Z,32.868630069,70.1411819458,3,4,0,,"3-4 alleged militants or villagers killed in Spalga, North Waziristan.",http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/
dronestream,2010-12-16T00:00:00.000Z,33.00175347,70.0141525269,7,7,0,,"Named Taliban commander among 7 aleged militants killed in strike in Tirah valley, Khyber Agency.",http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/
dronestream,2010-12-17T00:00:00.000Z,33.7511769605,70.753326416,7,7,0,,"Strike on cars kills 7 in Sandana, Khyber Agency.",http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/
dronestream,2010-12-17T00:00:00.000Z,33.7845691017,70.8113479614,11,15,0,,"11-15 alleged Swat TTP killed in strike on compound, Naqai/ Narai, Khyber Agency.",http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/
dronestream,2010-12-17T00:00:00.000Z,33.7931290929,70.7656860352,32,32,0,,"4 named commanders among 30 alleged militants killed. Two civilians also died, in  Speen Drang, Khyber Agency.",http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/
dronestream,2010-12-27T00:00:00.000Z,32.9565370436,70.3791046143,18,22,0,,"5 local named commanders among 18-22 alleged militants killed near Mir Ali, North Waziristan.",http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/
dronestream,2010-12-27T00:00:00.000Z,32.9962826501,70.308380127,4,4,0,,"4 people killed, status unknown, in strike on vehicle in Machi Khel, North Waziristan.",http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/
dronestream,2010-12-28T00:00:00.000Z,33.0561552562,70.0786972046,5,6,0,,"5-6 alleged militants killed in Ghulam Khan, North Waziristan.",http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/
dronestream,2010-12-28T00:00:00.000Z,33.0561552562,70.0786972046,5,12,0,,"5-12 rescuers, including 2-4 civilians, killed when drones strike again.  Ghulam Khan, North Waziristan.",http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/
dronestream,2010-12-28T00:00:00.000Z,33.0561552562,70.0786972046,9,10,0,,"9-10 killed in strikes on trucks carrying alleged militants, and wounded from previous strikes.  Nawab, Ghulam Khan, North Waziristan.",http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/
dronestream,2010-12-31T00:00:00.000Z,33.0561552562,70.0786972046,4,8,0,,"4-8 alleged Taliban pursued and killed by drone after Afghan raid.  Ghulam Khan, North Waziristan.",http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/
dronestream,2011-01-01T00:00:00.000Z,33.0285267996,70.2397155762,8,9,0,,"8-9 killed in strike on car and house, Mandi Khel, North Waziristan.",http://www.thebureauinvestigates.com/2011/08/10/obama-2011-strikes/
dronestream,2011-01-01T00:00:00.000Z,33.0285267996,70.2397155762,5,6,0,,"After waiting two hours with drones still overhead, rescuers attempted to retrieve the dead and injured from Ob180 but were attacked. Up to six people were killed. Mandi Khel, North Waziristan",http://www.thebureauinvestigates.com/2011/08/10/obama-2011-strikes/
dronestream,2011-01-01T00:00:00.000Z,33.151242,70.434707,4,5,0,,"4-5 alleged militants killed in attack on car in Datta Khel, North Waziristan.",http://www.thebureauinvestigates.com/2011/08/10/obama-2011-strikes/
dronestream,2011-01-01T00:00:00.000Z,33.0213304669,69.825668335,4,4,0,,"4 alleged militants killed in strike on vehicle in Boya or Mohammad Khel, North Waziristan.",http://www.thebureauinvestigates.com/2011/08/10/obama-2011-strikes/
dronestream,2011-01-07T00:00:00.000Z,32.9967145692,69.750995636,4,6,0,,"4-6 alleged militants or civilians killed in strike on motorbike and house. Ghar Laley, North Waziristan.",http://www.thebureauinvestigates.com/2011/08/10/obama-2011-strikes/
dronestream,2011-01-12T00:00:00.000Z,32.9700755994,70.3107833862,3,5,0,,"3-5 alleged militants killed in attack on house in Haider Khel, North Waziristan.",http://www.thebureauinvestigates.com/2011/08/10/obama-2011-strikes/
dronestream,2011-01-18T00:00:00.000Z,32.9994500082,69.6042251587,3,7,0,,"3-7 alleged militants killed in strike on house in Datta Khel, North Waziristan.",http://www.thebureauinvestigates.com/2011/08/10/obama-2011-strikes/
dronestream,2011-01-23T00:00:00.000Z,32.9951308553,69.6292877197,4,5,0,,"4-5 alleged militants killed in car in Doga Mada Khel, North Waziristan.",http://www.thebureauinvestigates.com/2011/08/10/obama-2011-strikes/
dronestream,2011-01-23T00:00:00.000Z,32.9951308553,69.6292877197,2,3,0,,"2-3 alleged militants killed in attack on motorbike in Doga Mada Khel, North Waziristan.",http://www.thebureauinvestigates.com/2011/08/10/obama-2011-strikes/
dronestream,2011-01-23T00:00:00.000Z,32.6885093704,69.8481559753,4,6,0,,"4-6 alleged militants killed when vehicle and house struck in Razmak, North Waziristan.",http://www.thebureauinvestigates.com/2011/08/10/obama-2011-strikes/
dronestream,2011-02-20T00:00:00.000Z,32.3022237948,69.4054412842,6,7,0,,3 Turkmenistan nationals and 2 â€˜Arabsâ€™ reported among 6-7 dead in attack on house. Al Qaeda finance officer Abu Zaid al-Iraqi later reported killed.,http://www.thebureauinvestigates.com/2011/08/10/obama-2011-strikes/
dronestream,2011-02-21T00:00:00.000Z,32.9971464863,70.3116416931,7,11,0,,"7-11 people - possibly all civilians - killed in attack on house and car in Malik Ashdar, North Waziristan.",http://www.thebureauinvestigates.com/2011/08/10/obama-2011-strikes/
dronestream,2011-02-24T00:00:00.000Z,32.9971464863,69.7264480591,5,7,0,,"5-7 alleged militants killed in attack on car and house in Mohammad Khel, North Waziristan.",http://www.thebureauinvestigates.com/2011/08/10/obama-2011-strikes/
dronestream,2011-03-08T00:00:00.000Z,32.312524972,69.4495582581,5,5,0,,"5 killed â€“ either militants or civilians â€“ in attack on house in Landidog, South Waziristan.",http://www.thebureauinvestigates.com/2011/08/10/obama-2011-strikes/
dronestream,2011-03-09T00:00:00.000Z,33.151242,70.434707,5,5,0,,5 alleged militants killed in attack on house in Datta Khel. North Waziristan.,http://www.thebureauinvestigates.com/2011/08/10/obama-2011-strikes/
dronestream,2011-03-11T00:00:00.000Z,33.0034810269,70.2725028992,6,12,0,,A double strike on a vehicle (and possibly a house) killed at least six people including rescuers.,http://www.thebureauinvestigates.com/2011/08/10/obama-2011-strikes/
dronestream,2011-03-11T00:00:00.000Z,33.0034810269,70.2725028992,5,5,"Noor Gul, Jaffar, Faraz, Musa, Kamal",,A double strike on a vehicle (and possibly a house) killed at least six people including rescuers.,http://www.thebureauinvestigates.com/2011/08/10/obama-2011-strikes/
dronestream,2011-03-11T00:00:00.000Z,33.0875145584,70.2723312378,4,4,0,,"Four unknown persons killed in strike on car in Ghoroski, North Waziristan.",http://www.thebureauinvestigates.com/2011/08/10/obama-2011-strikes/
dronestream,2011-03-13T00:00:00.000Z,32.3022237948,69.4054412842,0,4,0,,"0-4 killed and 0-5 injured in an attack which destroyed a car but may have missed the occupants.  Azam Warsak, South Waziristan.",http://www.thebureauinvestigates.com/2011/08/10/obama-2011-strikes/
dronestream,2011-03-13T00:00:00.000Z,32.868630069,70.1411819458,6,7,0,,"6-7 alleged militants killed in strike on house and car in Spalga, North Waziristan.",http://www.thebureauinvestigates.com/2011/08/10/obama-2011-strikes/
dronestream,2011-03-14T00:00:00.000Z,32.9971464863,70.3116416931,3,6,0,,"3-6 alleged militants killed in a moving car in Malik Jashdar, North Waziristan.",http://www.thebureauinvestigates.com/2011/08/10/obama-2011-strikes/
dronestream,2011-03-16T00:00:00.000Z,33.151242,70.434707,4,5,0,,"Attack on either house or car kills 4-5 in Datta Khel, North Waziristan.",http://www.thebureauinvestigates.com/2011/08/10/obama-2011-strikes/
dronestream,2011-03-17T00:00:00.000Z,33.151242,70.434707,26,42,0,,"Attack on tribal meeting kills 26-42 people, 31-42 of them civilians, at a jirga or tribal gathering in North Waziristan.",http://www.thebureauinvestigates.com/2011/08/10/obama-2011-strikes/
dronestream,2011-04-13T00:00:00.000Z,32.4865968294,69.2832183838,6,7,0,,"6-7 alleged militants killed in strike on vehicles and building in Angor Adda, South Waziristan.",http://www.thebureauinvestigates.com/2011/08/10/obama-2011-strikes/
dronestream,2011-04-22T00:00:00.000Z,32.9866359044,70.3123283386,25,26,0,,"Up to 25 killed, including 1-8 civilians, in strike on house in Spinwan, North Waziristan.",http://www.thebureauinvestigates.com/2011/08/10/obama-2011-strikes/
dronestream,2011-05-05T00:00:00.000Z,14.653544,47.009442,2,2,"Abdullah Mubarak, Mosaad Mubarak ",,"A fresh attempt was made to kill US-born cleric Anwar al-Awlaki in a co-ordinated drone strike. Instead two AQAP-linked brothers died, identified by Yemeni government officials as Abdullah Mubarak and Mosaad Mubarak (or al-Harad).",http://www.thebureauinvestigates.com/2012/03/29/yemen-reported-us-covert-actions-since-2001/
dronestream,2011-05-06T00:00:00.000Z,33.0117584342,69.7608661652,15,18,0,,"15-18 killed, including six civilians, when restaurant hit along with targeted religious school in Dwa Tooe, Datta Khel, North Waziristan.",http://www.thebureauinvestigates.com/2011/08/10/obama-2011-strikes/
dronestream,2011-05-10T00:00:00.000Z,32.4865968294,69.2832183838,3,5,0,,"3-5 alleged militants killed in strike on vehicle in Angor Ada/ Baghar, South Waziristan.",http://www.thebureauinvestigates.com/2011/08/10/obama-2011-strikes/
dronestream,2011-05-12T00:00:00.000Z,33.151242,70.434707,7,8,0,,"7-8 alleged militants killed in strike on van and possibly house in Datta Khel, North Waziristan.",http://www.thebureauinvestigates.com/2011/08/10/obama-2011-strikes/
dronestream,2011-05-13T00:00:00.000Z,32.9951308553,69.6292877197,3,5,0,,"3-5 alleged militants killed in strike on car in Doga Mada Khel, North Waziristan.",http://www.thebureauinvestigates.com/2011/08/10/obama-2011-strikes/
dronestream,2011-05-16T00:00:00.000Z,32.9869958765,70.3512954712,4,10,0,,"Attack on compound kills 4-10 alleged militants in Sandasa, Mir Ali, North Waziristan.",http://www.thebureauinvestigates.com/2011/08/10/obama-2011-strikes/
dronestream,2011-05-16T00:00:00.000Z,32.9934751239,70.3479480743,3,6,0,,"3-6 alleged militants killed in strike on pick-up truck in Mir Ali, North Waziristan.",http://www.thebureauinvestigates.com/2011/08/10/obama-2011-strikes/
dronestream,2011-05-20T00:00:00.000Z,33.00175347,70.0141525269,4,6,0,,"4-6 alleged militants killed in attack on moving vehicle in Tappi, North Waziristan.",http://www.thebureauinvestigates.com/2011/08/10/obama-2011-strikes/
dronestream,2011-05-23T00:00:00.000Z,32.9582654853,70.2410888672,4,7,0,,"4-7 alleged militants killed in strike on van in Mir Ali, North Waziristan.",http://www.thebureauinvestigates.com/2011/08/10/obama-2011-strikes/
dronestream,2011-06-03T00:00:00.000Z,13.12833,45.38028,7,7,0,,"US airstrike in the city of Zinjibar, most likely a drone, killed Abu Ali al-Harithi and a number of other militants as well as four civilians.",http://www.thebureauinvestigates.com/2012/03/29/yemen-reported-us-covert-actions-since-2001/
dronestream,2011-06-03T00:00:00.000Z,32.166312957,69.5880031586,8,12,0,,"Up to 5 named al Qaeda killed among 8-12 alleged militants in strike on orchard in Ghwa Khwa, South Waziristan.",http://www.thebureauinvestigates.com/2011/08/10/obama-2011-strikes/
dronestream,2011-06-06T00:00:00.000Z,32.3316733432,69.5115280151,7,9,0,,"House destroyed killing 7-9 alleged militants in Shalam Ragzhai, South Waziristan.",http://www.thebureauinvestigates.com/2011/08/10/obama-2011-strikes/
dronestream,2011-06-06T00:00:00.000Z,32.3399407062,69.4965934753,8,10,0,,"8-10 killed, including possibly 7 civilians, in attack on seminary in Wacha Dana, South Waziristan.",http://www.thebureauinvestigates.com/2011/08/10/obama-2011-strikes/
dronestream,2011-06-06T00:00:00.000Z,32.8247881138,69.5901489258,3,5,0,,"3-5 alleged militants killed in attack on car in Darnashtra, South Waziristan.",http://www.thebureauinvestigates.com/2011/08/10/obama-2011-strikes/
dronestream,2011-06-08T00:00:00.000Z,32.305633469,69.5638847351,18,23,0,,"18-23 alleged militants killed in attack on compound in Zoynari, South Waziristan.",http://www.thebureauinvestigates.com/2011/08/10/obama-2011-strikes/
dronestream,2011-06-08T00:00:00.000Z,33.0187396433,69.6588134766,4,4,0,,"4 militants or civilians killed in strike on truck in Shawal, South Waziristan.",http://www.thebureauinvestigates.com/2011/08/10/obama-2011-strikes/
dronestream,2011-06-10T00:00:00.000Z,13.129616,45.381295,1,1,0,,At least one top insurgent was killed in the US military-led strikes by unmanned aircraft.,http://www.thebureauinvestigates.com/2012/03/29/yemen-reported-us-covert-actions-since-2001/
dronestream,2011-06-10T00:00:00.000Z,13.612304,46.106282,2,3,Motiâ€™a Ahmed Haidara,,A security official from Abyan province claimed that one of three linked strikes against militants resulted in the deaths of three civilians.,http://www.thebureauinvestigates.com/2012/03/29/yemen-reported-us-covert-actions-since-2001/
dronestream,2011-06-15T00:00:00.000Z,32.3051256533,69.5762443542,3,10,0,,"Attack on house kills 3-10 alleged militants in Wana, South Waziristan.",http://www.thebureauinvestigates.com/2011/08/10/obama-2011-strikes/
dronestream,2011-06-15T00:00:00.000Z,32.3229700401,69.5553016663,0,0,0,,"None killed as car occupants escape drone strike in Karez, South Waziristan.",http://www.thebureauinvestigates.com/2011/08/10/obama-2011-strikes/
dronestream,2011-06-15T00:00:00.000Z,32.9582654853,70.2410888672,5,6,0,,"5-6 civilians killed in strike on car near Miranshah, North Waziristan.",http://www.thebureauinvestigates.com/2011/08/10/obama-2011-strikes/
dronestream,2011-06-18T00:00:00.000Z,13.218055,45.307832,0,0,0,,"Six civilians were wounded in an apparent drone strike targeting â€˜senior jihadistsâ€™. However, no AQAP militants were reported to be hit in the attack.",http://www.thebureauinvestigates.com/2012/03/29/yemen-reported-us-covert-actions-since-2001/
dronestream,2011-06-20T00:00:00.000Z,33.5219339388,70.2761077881,7,7,0,,"7 alleged militants and rescuers killed in strike on car in Khardand, Kurram Agency.",http://www.thebureauinvestigates.com/2011/08/10/obama-2011-strikes/
dronestream,2011-06-20T00:00:00.000Z,33.5207890536,70.2592849731,3,5,0,,"3-5 alleged militants killed in strike on house in Zarakai, Kurram Agency.",http://www.thebureauinvestigates.com/2011/08/10/obama-2011-strikes/
dronestream,2011-06-23T00:00:00.000Z,-0.354098,42.545328,2,2,0,,"In the first known lethal drone strike in Somalia, Predators struck a militant training camp 10km south of Kismayo. Further missiles hit a second target near the airport. At least 2 people were killed.",http://www.thebureauinvestigates.com/2012/02/22/get-the-data-somalias-hidden-war/
dronestream,2011-06-27T00:00:00.000Z,33.0187396433,69.6588134766,6,12,0,,"6-12 killed in strike on truck and compound in Shawal, North Waziristan.",http://www.thebureauinvestigates.com/2011/08/10/obama-2011-strikes/
dronestream,2011-06-27T00:00:00.000Z,32.5471025777,69.6045684814,14,21,0,,"14-21 alleged militants killed in attack on â€˜training campâ€™ in Shakai, South Waziristan.",http://www.thebureauinvestigates.com/2011/08/10/obama-2011-strikes/
dronestream,2011-07-05T00:00:00.000Z,32.9582654853,70.2410888672,4,6,0,,"Named Western al Qaeda militant among 4-6 reported killed in strike on guesthouse in Mir Ali, North Waziristan.",http://www.thebureauinvestigates.com/2011/08/10/obama-2011-strikes/
dronestream,2011-07-11T00:00:00.000Z,33.0386006781,69.5393371582,5,12,0,,"5-12 killed, including possibly 5 civilians, in strike on van in Borvaika/ Gorwak in North Waziristan.",http://www.thebureauinvestigates.com/2011/08/10/obama-2011-strikes/
dronestream,2011-07-12T00:00:00.000Z,33.0386006781,69.5393371582,12,25,0,,"12-25 alleged militants killed in strike on compound in Gorvak/ Shawal, North Waziristan.",http://www.thebureauinvestigates.com/2011/08/10/obama-2011-strikes/
dronestream,2011-07-12T00:00:00.000Z,32.8328658907,69.6601867676,5,13,0,,"An attack on a house and/ or car killed 5-13 alleged militants, including â€˜foreignersâ€™. Three students â€˜with militant linksâ€™ were killed in either this or Ob230, named as Hafiz Bilal, Waheed Ullah and Fayaz. Barmal, South Wazir",http://www.thebureauinvestigates.com/2011/08/10/obama-2011-strikes/
dronestream,2011-07-12T00:00:00.000Z,33.151242,70.434707,13,15,0,,"13-15 alleged militants killed in strike on car and house in Dre Nishatr, Shawal valley, North Waziristan.",http://www.thebureauinvestigates.com/2011/08/10/obama-2011-strikes/
dronestream,2011-07-12T00:00:00.000Z,33.151242,70.434707,8,9,0,,"8-9 people were killed in strike on car. At least one civilian casualty. Datta Khel, North Waziristan.",http://www.thebureauinvestigates.com/2011/08/10/obama-2011-strikes/
dronestream,2011-07-14T00:00:00.000Z,13.612304,46.106282,6,50,"Hadi Mohammed Ali, Abu Bilal",,"At least six people were reported killed in a US strike in Abyan province. The New York Times claimed the same strike killed eight, whilst CNN claimed that as many as 50 people were killed.",http://www.thebureauinvestigates.com/2012/03/29/yemen-reported-us-covert-actions-since-2001/
dronestream,2011-07-14T00:00:00.000Z,13.612304,46.106282,0,0,0,,"A US strike on a car targeted Fahd al-Qusaa, also known as Quso, an al Qaeda leader and suspect in the USS Cole bombing. He reportedly left the car minutes earlier and was unharmed.",http://www.thebureauinvestigates.com/2012/03/29/yemen-reported-us-covert-actions-since-2001/
dronestream,2011-07-20T00:00:00.000Z,32.9582654853,70.2410888672,4,4,0,,"4 alleged militants killed in Khushali Toori Khel, Mir Ali, North Waziristan.",http://www.thebureauinvestigates.com/2011/08/10/obama-2011-strikes/
dronestream,2011-07-27T00:00:00.000Z,13.129616,45.381295,5,5,0,,"Five AQAP militants, including a field commander, were killed by a US drone strike on Karadeef, in western Zinjibar.",http://www.thebureauinvestigates.com/2012/03/29/yemen-reported-us-covert-actions-since-2001/
dronestream,2011-08-01T00:00:00.000Z,13.612304,46.106282,13,16,Nader Shadadi,,"Two or three airstrikes killed up to 16 alleged militants, including local al Qaeda leader Nader Shadadi.",http://www.thebureauinvestigates.com/2012/03/29/yemen-reported-us-covert-actions-since-2001/
dronestream,2011-08-01T00:00:00.000Z,32.3022237948,69.4054412842,4,6,0,,"4-6 people - possibly all civilians - killed in strike on car in Azam Warsak, South Waziristan.",http://www.thebureauinvestigates.com/2011/08/10/obama-2011-strikes/
dronestream,2011-08-02T00:00:00.000Z,32.9841880549,70.0766372681,3,4,0,,"3-4 alleged militants killed in strike on car. Qutab Khel, North Waziristan.",http://www.thebureauinvestigates.com/2011/08/10/obama-2011-strikes/
dronestream,2011-08-10T00:00:00.000Z,33.0020413985,70.0608444214,20,25,0,,"20-25 killed and vehicle destroyed in pre-dawn strike. Miranshah, North Waziristan",http://www.thebureauinvestigates.com/2011/08/10/obama-2011-strikes/
dronestream,2011-08-16T00:00:00.000Z,33.0020413985,70.0608444214,4,7,0,,"4-7 killed, including possibly 3-4 civilians, and 2 injured in a strike on a housing compound and vehicle. Miranshah, North Waziristan.",http://www.thebureauinvestigates.com/2011/08/10/obama-2011-strikes/
dronestream,2011-08-19T00:00:00.000Z,32.2933725524,69.4972801208,3,4,0,,"3-4 killed and 2 injured in strike on house. Shin Warsak, South Waziristan.",http://www.thebureauinvestigates.com/2011/08/10/obama-2011-strikes/
dronestream,2011-08-22T00:00:00.000Z,32.9887957151,70.3260612488,4,7,0,,"4-7 killed, including possibly 0-4 civilians, and 3 injured in strike on vehicle. Norak, North Waziristan.",http://www.thebureauinvestigates.com/2011/08/10/obama-2011-strikes/
dronestream,2011-08-22T00:00:00.000Z,32.9887957151,70.3260612488,0,6,0,,"The News was the single source for reports of a second strike on a house on August 22 that killed a family of Arabs, â€˜three men, two children and a lady. Local villagers said an Arab family was residing in the house and all those died in the missile attack were Arab nationals.â€™ The newspaper speculated that this strike killed Atiyah abd al-Rahman (see Ob239).",http://www.thebureauinvestigates.com/2011/08/10/obama-2011-strikes/
dronestream,2011-08-24T00:00:00.000Z,13.612304,46.106282,6,6,0,,6 killed in Abyan. Source unable to confirm whether air strike was Yemeni Air Force or US drone,http://www.thebureauinvestigates.com/2012/03/29/yemen-reported-us-covert-actions-since-2001/
dronestream,2011-09-04T00:00:00.000Z,32.9887957151,70.3260612488,0,7,0,,"Urdu TV station Ajj reports that an evening strike killed up to seven alleged militants in an unspecified location in North Waziristan, a day after the end of the four-day Eid holiday. No further details are known from this single source.",http://www.thebureauinvestigates.com/2011/08/10/obama-2011-strikes/
dronestream,2011-09-07T00:00:00.000Z,13.612304,46.106282,3,10,0,,"10 al-Qaida militants were killed and dozens of others were injured' when a US drone struck 'several targets' in Abyan, Xinhua said. Predator drones also 'bombed an abandoned hotel and a primary school on the eastern outskirts of Jaar city' in Abyan.",http://www.thebureauinvestigates.com/2012/03/29/yemen-reported-us-covert-actions-since-2001/
dronestream,2011-09-11T00:00:00.000Z,32.953944,70.262883,4,5,0,,"4-5 killed and 2 injured in strike on 10th anniversary of 9-11. Hisokhel, North Waziristan.",http://www.thebureauinvestigates.com/2011/08/10/obama-2011-strikes/
dronestream,2011-09-21T00:00:00.000Z,14.037484,46.768075,4,4,0,,"There were two alleged US drone strikes reported on this day, killing 4 and up to 7, respectively.",http://www.thebureauinvestigates.com/2012/03/29/yemen-reported-us-covert-actions-since-2001/
dronestream,2011-09-21T00:00:00.000Z,13.358082,45.698439,6,7,0,,"A second strike reportedly targeted militants in the southern port city of Shaqra, killing up to seven people.",http://www.thebureauinvestigates.com/2012/03/29/yemen-reported-us-covert-actions-since-2001/
dronestream,2011-09-23T00:00:00.000Z,32.9686354261,70.353012085,3,8,0,,"3-8 alleged militants killed and 3-4 injured in strike on house and vehicle. Khushali, North Waziristan.",http://www.thebureauinvestigates.com/2011/08/10/obama-2011-strikes/
